age,decile_score,priors_count,sex_Female,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,age_scaled,decile_score_scaled,priors_count_scaled,sex_Female_scaled,race_African-American_scaled,race_Asian_scaled,race_Caucasian_scaled,race_Hispanic_scaled,race_Native American_scaled,race_Other_scaled,errors,TP,TN,FN,FP,Error_Type,Shap_age,Shap_decile_score,Shap_priors_count,Shap_sex_Female,Shap_race_African-American,Shap_race_Asian,Shap_race_Caucasian,Shap_race_Hispanic,Shap_race_Native American,Shap_race_Other,Shap_age_scaled,Shap_decile_score_scaled,Shap_priors_count_scaled,Shap_sex_Female_scaled,Shap_race_African-American_scaled,Shap_race_Asian_scaled,Shap_race_Caucasian_scaled,Shap_race_Hispanic_scaled,Shap_race_Native American_scaled,Shap_race_Other_scaled,errors_scaled,TP_scaled,TN_scaled,FN_scaled,FP_scaled
22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.078220677028813,0.17170914527783263,-0.7112397688480602,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,4.258553570707883,0.0,1.0,0.0,0.0,0.0,TP,0.009940427306446509,-0.04200017958020908,-0.22691961618598724,-0.16345384335043492,0.008609011930748239,0.0004410158771497663,0.005520809716581425,-0.002452254909876501,0.0,0.000800916662774398,0.0636426843695194,-0.4709170743438213,-1.4735267712692282,-4.43603532144261,0.19901773516516288,0.10494782275728254,0.2798416258860464,-0.1372129611012532,0.049156797419111886,0.06316640439116986,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
25.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8258674354856193,-0.5285224963469753,-0.7112397688480602,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,0.020623292201871663,-0.006553452652478881,-0.2479650435674921,-0.020412863812889554,-0.027620166464421347,0.000537361116730608,0.01048623330267219,-0.003965288916078862,0.0,-0.0020961620670277626,0.16679937750747556,-0.06552910677979588,-1.6080894317888377,-0.6218426184508378,-0.9986468230561046,0.14256199483036003,0.4755459629193772,-0.2362263071808416,0.049156797419111886,-0.19885232591736388,1.3036069852505057,-0.575722551630954,-0.7838841005616433,2.014922928548035,-0.457088381699196
21.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1623384242098773,0.17170914527783263,-0.7112397688480602,2.0423824727201687,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,0.0,1.0,FP,-0.11369005200551328,-0.05442072924444801,-0.07916571200961699,-0.041284088907887054,0.006311423758597811,-3.369444340933114e-05,-0.014749082976686622,-0.00010014680621679872,0.0,0.002618365164689749,-1.1301673601948155,-0.6129652074388641,-0.5288009603976153,-1.17837456277343,0.12306404134527105,-0.08038396696122382,-0.519064216182483,0.016709616137314497,0.049156797419111886,0.22754079434968047,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
27.0,5.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6576319411234902,0.17170914527783263,0.927365801601411,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,0.0,1.0,0.0,0.0,0.0,TP,-0.012987855102328466,0.04613022079545772,0.2961162587965373,0.032880588223051746,0.016331866070722754,0.00019902778629329987,-0.0008929544129932765,-0.0005352221165958326,0.0,-8.898801781469955e-05,-0.1577591414305314,0.5369899169486786,1.8707198248679773,0.7992291368594969,0.4543199280791783,0.010473184168905268,0.027053231280061877,-0.011761827399746428,0.049156797419111886,-0.01731870362641576,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
20.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.246456171390942,1.9222882493398525,-0.7112397688480602,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,0.0,0.0,0.0,TP,0.07562600474229839,0.03693211310033803,-0.0563592665620672,0.022496833201039408,-0.018588550554068207,0.000303111143730348,0.04374723262561019,0.06747158672702426,0.0,0.0023572222562506795,0.6979207569155228,0.4317953755298903,-0.3829785011628533,0.5223459474220397,-0.7000795698517243,0.05110839700986498,1.7864757776074287,4.438621754329998,0.049156797419111886,0.2039224050410284,1.3036069852505057,-0.575722551630954,-0.7838841005616433,-0.4962968984231104,2.187760704576576
62.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.286489210213768,0.8719407869026405,-0.5064140725418763,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,0.043109266530482276,-0.09333522653647379,-0.06427894245807693,0.012005679848189175,0.004491953863980598,0.00032422225180198436,0.011865259009027795,0.002880345283047063,0.0,-0.002409607077097462,0.3839301543572122,-1.0580124750795006,-0.4336162306658732,0.24259897775097553,0.06291598654356013,0.05935039064768835,0.5298980855399409,0.21175380781577227,0.049156797419111886,-0.22720104240723873,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
27.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6576319411234902,-0.17840667553457135,-0.7112397688480602,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,0.1443231485258002,0.06697081007216184,0.07927628644109064,0.0035267701576594847,-0.012765463629839359,0.00013408336584689096,0.011316989767874475,-0.0031637221103301273,0.0,0.0025340516222058795,1.3612793456554695,0.7753341834572562,0.48426361002340823,0.016508555443318442,-0.5075799014209206,-0.014881785277278715,0.5082889183671251,-0.1837715631247487,0.049156797419111886,0.21991527588441367,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18354553068715504,-1.2287541379717832,-0.7112397688480602,2.0423824727201687,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,4.258553570707883,0.0,0.0,1.0,0.0,0.0,TN,0.08398895378748421,-0.08710633434902774,-0.15866946190533782,0.02470447727744613,-0.009067478779870726,0.0004716666738386266,0.0008510980686878611,-0.008507587179337861,0.0,-0.03951237983596002,0.7786757020381592,-0.9867754903730573,-1.037141129182006,0.5812128536349082,-0.38533187958233717,0.1169142089103246,0.09579230837206473,-0.5334755085161254,0.049156797419111886,-3.5828645627655904,1.3036069852505057,-0.575722551630954,-0.7838841005616433,-0.4962968984231104,2.187760704576576
32.0,7.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2370432052181676,0.8719407869026405,1.5418428905199626,2.0423824727201687,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,0.0,1.0,FP,0.07562600474229839,0.03693211310033803,-0.0563592665620672,0.022496833201039408,-0.018588550554068207,0.000303111143730348,0.04374723262561019,0.06747158672702426,0.0,0.0023572222562506795,0.6979207569155228,0.4317953755298903,-0.3829785011628533,0.5223459474220397,-0.7000795698517243,0.05110839700986498,1.7864757776074287,4.438621754329998,0.049156797419111886,0.2039224050410284,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
50.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.277076244040994,-0.5285224963469753,0.10806301637667537,2.0423824727201687,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,-0.0184460000020772,-0.11178736645284516,0.008167626455251592,0.0295411085683736,-0.037242901729368894,0.00043125000898726286,-0.04900040932534466,0.003356564891000744,0.0,-0.0028669165655446703,-0.21046449566252207,-1.2690411410873894,0.02960092723617956,0.7101817955182728,-1.3167553060657609,0.10113512742219885,-1.8690262082174254,0.24291774508282224,0.049156797419111886,-0.26856120645399395,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
30.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.40527869958029666,-0.17840667553457135,-0.7112397688480602,2.0423824727201687,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,-0.09890920494908642,-0.15193760389171074,-0.14299832718810648,0.0008180233119492186,-0.0226293059958698,6.214286375325173e-05,-0.013482432558412256,-0.0050715623550058805,0.0,0.001301224260678282,-0.9874394197926256,-1.7282210023405762,-0.9369412357474315,-0.055720273571713705,-0.833658905499334,-0.04296809692636847,-0.46914118825476153,-0.30862113401098445,0.049156797419111886,0.10841542031123087,1.3036069852505057,-0.575722551630954,-0.7838841005616433,2.014922928548035,-0.457088381699196
33.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.15292545803710308,0.17170914527783263,-0.7112397688480602,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,0.05584697286190931,0.09871611020236742,0.3513413768977625,0.018508138459365,0.024218448277679272,0.00020666667696787045,0.01665857201165636,0.0018271390194422566,0.0,-0.00017048408175469377,0.5069289637753787,1.138390629422833,2.2238245009811948,0.4159872631670644,0.7150346451435223,0.013455485624906428,0.7188189554533179,0.14283171099308808,0.049156797419111886,-0.02468940259259766,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
75.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.380019923567607,-0.17840667553457135,-0.5064140725418763,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,0.23009480536151386,0.03894397471111006,0.08754447933955817,0.015501907491561724,0.06122657011175761,0.0002303214673884213,0.02904632990495884,-0.0006311030982760712,0.0,0.003529000105918385,2.189514146970315,0.4548041145616716,0.5371297273960066,0.3358260096719185,1.9384495237133297,0.02269055900374842,1.2070628894913469,-0.01803630423413321,0.049156797419111886,0.30990079672752663,1.3036069852505057,-0.575722551630954,-0.7838841005616433,-0.4962968984231104,2.187760704576576
24.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9099851826666838,1.9222882493398525,0.5177144089890432,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,0.0,1.0,0.0,0.0,0.0,TP,0.22652234389450313,0.0540215485131921,-0.038100124372795106,0.015607663930968557,0.038236746676520855,0.0009736111352685839,0.053953064772504146,0.0862796190572044,0.0,-0.0003415197074355092,2.1550174726318225,0.6272394147766815,-0.2662311095677765,0.3386460088133118,1.17845170019606,0.31287848722334427,2.188722550627213,5.669424371158391,0.049156797419111886,-0.04015827370659506,1.3036069852505057,-0.575722551630954,-0.7838841005616433,-0.4962968984231104,2.187760704576576
51.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3611939912220585,-0.5285224963469753,-0.09676267992950852,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,-0.010606981629625806,-0.12862957442892367,-0.13502296528684382,-0.0677842534751835,-0.011659266605693119,0.0003892916737822816,-0.01664729468397127,-0.00031865014494542266,0.0,-0.0025673537769762334,-0.1347687697813434,-1.461657753465549,-0.8859474546953169,-1.8850023742400916,-0.47101122862964273,0.08475416197786297,-0.5938792359450805,0.0024106997822321095,0.049156797419111886,-0.24146803128379563,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
26.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7417496883045548,-0.5285224963469753,-0.3015883762356924,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,0.0,1.0,FP,0.04222974067113682,-0.04243144480631599,-0.14017699735795758,0.014595153099762684,0.0024744052099777035,0.001045595246978337,0.010706977532790915,0.010701170936808922,0.0,-0.0029916466983559075,0.37543720980839085,-0.47584925704855924,-0.9189018944089983,0.31164737222279615,-0.00378015795715146,0.34098182451492226,0.48424624849628795,0.7235507098746135,0.049156797419111886,-0.27984209802736415,1.3036069852505057,-0.575722551630954,-0.7838841005616433,2.014922928548035,-0.457088381699196
28.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5735141939424258,0.8719407869026405,1.3370171942137787,2.0423824727201687,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,1.0,0.0,0.0,0.0,TP,0.010479815130165661,0.08643147318107366,0.38180313160919466,0.01942594152467791,0.0193913226910081,0.0002623253999627195,0.007583430768136168,0.0022340992953104434,0.0,-0.00045859918260248377,0.06885116212884917,0.9978968669246052,2.4185943521113438,0.44046051388037577,0.5554594770240621,0.0351852233182705,0.3611365805755643,0.16946329922574033,0.049156797419111886,-0.05074722150178842,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
21.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1623384242098773,0.17170914527783263,-0.7112397688480602,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,0.08477416594043462,0.0018530872326664393,-0.03499731367937784,0.027032489529810844,0.059137792500696375,0.0006083333468995989,0.004510554237931501,0.0028838148516661024,0.0,0.0013500278268475086,0.786257927396526,0.03061263644047721,-0.2463920036933171,0.6432893814533873,1.869398691605371,0.17027028316510953,0.2400240000066941,0.2119808573050868,0.049156797419111886,0.11282933157661872,1.3036069852505057,-0.575722551630954,-0.7838841005616433,-0.4962968984231104,2.187760704576576
52.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4453117384031229,1.5721724285274485,-0.09676267992950852,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,0.0,0.0,1.0,0.0,0.0,TN,0.08413539157027117,-0.08137523929670351,-0.1687118951525008,-0.10858629428679706,-0.017105130374438886,0.0006764583429321647,0.005733036240471847,0.0012560918790404684,0.0,0.0011305324929708148,0.7800897457025349,-0.9212315833174127,-1.1013515874127766,-2.9729902140463755,-0.651040650042018,0.19686698202013214,0.2882061995097767,0.1054622348883987,0.049156797419111886,0.09297764853487188,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
47.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0247230024978002,-1.2287541379717832,0.722540105295227,-0.4896242566497053,0.9756227892171374,-0.06675015657623451,-0.7180154723175505,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,-0.026474478106138122,-0.04984568399995624,0.0787823700228546,0.0005088695293670752,0.04231002397333214,0.00011041668360121548,-0.021020471187839576,-0.035694069122764634,0.0,-0.0015240277536213399,-0.2879896970249467,-0.560642512117535,0.4811055507401567,-0.0639638699553473,1.3131061436666478,-0.024121501346911104,-0.7662410885807163,-2.3125660869938285,0.049156797419111886,-0.14710713003346298,1.3036069852505057,-0.575722551630954,-0.7838841005616433,-0.4962968984231104,2.187760704576576
29.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4893964467613612,0.17170914527783263,-0.5064140725418763,2.0423824727201687,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,0.0,1.0,FP,0.09283781068006647,-0.06688765703911485,0.025994690352963517,0.029003083886709646,-0.007007649023580598,0.0007229166815523058,-0.030136808689403553,9.486117414780892e-05,0.0,-0.007468292055400525,0.8641227075020871,-0.7555437459524924,0.14358564723466055,0.69583534863664,-0.317238005960098,0.21500479506299658,-1.12554714897672,0.029470990018517315,0.049156797419111886,-0.6847206125213503,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
45.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8564875081356713,0.17170914527783263,-0.5064140725418763,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,1.3927276480161124,-0.31121161352019533,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,0.05806915349181509,0.08549156806679094,0.16921934124249674,0.031098638559342362,0.02072335084758379,0.00012166668224381283,0.011382377362533589,0.002530250044364948,0.0,-0.0014834007529134397,0.5283869535169197,0.9871476029725638,1.0593518004383284,0.7517133869926207,0.5994936777526166,-0.019729386213817486,0.5108660672530353,0.18884348267677983,0.049156797419111886,-0.14343272690723008,-0.7671023639136427,1.736947766188971,-0.7838841005616433,-0.4962968984231104,-0.457088381699196
23.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9941029298477484,0.5218249660902365,-0.5064140725418763,-0.4896242566497053,-1.0249863072616656,-0.06675015657623451,-0.7180154723175505,3.2132476956394416,-0.05001389467860642,-0.2348215147223741,1.0,0.0,0.0,1.0,0.0,FN,0.0386308463003661,-0.07393478237621821,-0.0761400292475446,-0.003441607249005756,-0.07010012909981014,-3.8134899805299936e-05,-0.0707978567959799,-0.007325444382731802,0.0,0.0003000914221047424,0.34068529205264936,-0.8361384881243675,-0.5094550039115717,-0.16930347088735212,-2.402949872052442,-0.0821175667912478,-2.7281382119161863,-0.4561157708261361,0.049156797419111886,0.017870571621140054,-0.7671023639136427,-0.575722551630954,1.2756987918029112,-0.4962968984231104,-0.457088381699196
